CODIGO PERIODO,CODIGO ESTUDIANTE,DES_APELLIDO_PATERNO,DES_APELLIDO_MATERNO,DES_NOMBRES,GENERO,EDAD,CORREO_UPC,CORREO_PERSONAL_1,MOBILE PHONE,FLAG_ESTUDIANTE_PROVINCIA,CARRERA,FACULTAD,CAMPUS,FECHA MATRICULA,IND_CICLO_ALUMNO,NRO_CICLOS_ORDINARIO_MAT,NRO_CICLOS_ORDINARIO_RET,FLAG_TIENE_DEUDA,MONTO_DEUDA,FLAG_COLEGIO_PROCEDENCIA_ES_PROVINCIA,FLAG_BECA_18,FLAG_BENEFICIO,TIPO BENEFICIO,MODALIDAD DE INGRESO,CICLO DE INGRESO,FLAG_TRABAJA,FLAG_LLEVÓ NIVELACIÓN,NIVEL SOCIOECONÓMICO,CATEGORÍA DE PAGO,CANTIDAD CURSOS MATRICULADOS EN RIESGO,CANTIDAD CURSOS MATRICULADOS EN PRESENCIAL,CANTIDAD CURSOS MATRICULADOS EN VIRTUAL,TOTAL DE CURSOS MATRICULADOS EN TODO SU AVANCE,TOTAL DE CURSOS APROBADOS EN TODO SU AVANCE,TOTAL DE CURSOS DESAPROBADOS EN TODO SU AVANCE,TOTAL DE RETIROS DE ASIGNATURA EN TODO SU AVANCE,TOTAL DE CURSOS MATRICULADOS POR CICLO,TOTAL DE RETIROS DE ASIGNATURA POR CICLO,TOTAL DE CURSOS APROBADOS POR CICLO,TOTAL DE CURSOS DESAPROBADOS POR CICLO,TOTAL DE CRÉDITOS APROBADOS POR CICLO,TOTAL DE CRÉDITOS DESAPROBADOS POR CICLO,TOTAL DE CRÉDITOS APROBADOS EN TODO SU AVANCE,TOTAL DE CRÉDITOS DESAPROBADOS EN TODO SU AVANCE,TOTAL DE CRÉDITOS MATRICULADOS POR CICLO,TOTAL DE CRÉDITOS MATRICULADOS EN TODO SU AVANCE,PROMEDIO PONDERADO ACUMULADO,PROMEDIO POR CICLO,NÚMERO DE DOBLE DESAPROBACIÓN POR CICLO,NÚMERO DE DOBLE DESAPROBACIÓN EN TODO SU AVANCE,NÚMERO DE ASISTENCIAS POR CICLO,PORCENTAJE DE ASISTENCIAS POR CICLO,NÚMERO DE INASISTENCIAS POR CICLO,PORCENTAJE DE INASISTENCIAS,FLAG ABANDONO ESTUDIOS
2019-1,u20162121,Apellido 121,Apellido 121,Nombre121,M,22,u121@upc.edu.pe,personal_121@gmail.com,9121000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-0121-01,6,1,5,SI,10000,NO,SI,SI,SIN BENEFICIO,SELECCIÓN PREFERENTE,2016-2,NO,NO,B,S,2,5,5,30,1,6,23,4,5,3,1,4,4,4,24,16,120,9.276711481933173,16.924260642213923,1,2,95,0.8333333333333334,19,0.16666666666666666,NO
2019-1,u20181122,Apellido 122,Apellido 122,Nombre122,F,23,u122@upc.edu.pe,personal_122@gmail.com,9122000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-0122-01,3,2,1,NO,0,SI,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,2017-1,SI,NO,B,U,4,3,1,15,13,0,2,7,6,5,2,52,8,52,0,28,60,5.758915343881836,15.098367877123422,1,0,67,0.7282608695652174,25,0.2717391304347826,NO
2019-1,u20181123,Apellido 123,Apellido 123,Nombre123,F,26,u123@upc.edu.pe,personal_123@gmail.com,9123000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-0123-01,3,3,0,NO,0,SI,NO,NO,BECA DE HONOR,SELECCIÓN PREFERENTE,2017-1,SI,NO,B,U,3,3,3,15,8,4,3,3,4,1,2,32,8,32,16,12,60,17.56126128957424,16.266878349120297,6,1,60,0.7228915662650602,23,0.27710843373493976,NO
2019-1,u20181124,Apellido 124,Apellido 124,Nombre124,M,28,u124@upc.edu.pe,personal_124@gmail.com,9124000000,SI,Ingeniería Ambiental,Ingeniería,Monterrico,2019-0124-01,3,1,2,NO,0,SI,NO,NO,BECA DE HONOR,SELECCIÓN PREFERENTE,2017-1,NO,SI,B,R,4,5,1,15,11,1,3,4,3,4,0,44,0,44,4,16,60,13.341806499997748,8.56890783413634,2,0,93,0.7322834645669292,34,0.2677165354330709,SI
2019-1,u20161125,Apellido 125,Apellido 125,Nombre125,F,20,u125@upc.edu.pe,personal_125@gmail.com,9125000000,SI,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-0125-01,7,2,5,NO,0,NO,NO,NO,BECA DE HONOR,SELECCIÓN PREFERENTE,2015-1,NO,SI,C,S,4,6,6,35,13,4,18,5,3,5,0,52,0,52,16,20,140,13.648602395747199,7.814577481420916,4,4,64,0.6336633663366337,37,0.36633663366336633,NO
2019-1,u20191126,Apellido 126,Apellido 126,Nombre126,M,25,u126@upc.edu.pe,personal_126@gmail.com,9126000000,NO,Ingeniería de Sistemas de Información,Ingeniería,Monterrico,2019-0126-01,1,2,-1,SI,2000,NO,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,2018-1,NO,SI,C,U,6,2,5,5,2,0,3,4,5,1,3,8,12,8,0,16,20,13.26514095623438,9.188647233634395,3,0,98,0.7596899224806202,31,0.24031007751937986,NO
2019-1,u20181127,Apellido 127,Apellido 127,Nombre127,F,26,u127@upc.edu.pe,personal_127@gmail.com,9127000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-0127-01,3,3,0,NO,0,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2017-1,SI,SI,C,T,4,5,2,15,6,3,6,6,2,5,1,24,4,24,12,24,60,17.338839833617694,12.340529111224326,4,1,129,0.7678571428571429,39,0.23214285714285715,SI
2019-1,u20191128,Apellido 128,Apellido 128,Nombre128,F,27,u128@upc.edu.pe,personal_128@gmail.com,9128000000,NO,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-0128-01,1,2,-1,SI,10000,NO,NO,NO,SIN BENEFICIO,EVALUACION INTEGRAL,2018-1,NO,SI,C,Y,5,3,2,5,1,3,1,6,4,6,0,4,0,4,12,24,20,17.14933335784024,12.387461113880928,5,1,81,0.7864077669902912,22,0.21359223300970873,NO
2019-1,u20162129,Apellido 129,Apellido 129,Nombre129,M,23,u129@upc.edu.pe,personal_129@gmail.com,9129000000,NO,Ingeniería Civil,Ingeniería,Monterrico,2019-0129-01,6,6,0,NO,0,NO,NO,NO,SIN BENEFICIO,EVALUACION INTEGRAL,2016-2,NO,SI,B,Z,6,1,6,30,2,4,24,5,6,2,3,8,12,8,16,20,120,12.009713318379815,17.246935015143237,6,2,100,0.7633587786259542,31,0.2366412213740458,NO
2019-1,u20171130,Apellido 130,Apellido 130,Nombre130,F,19,u130@upc.edu.pe,personal_130@gmail.com,9130000000,NO,Ingeniería Electrónica,Ingeniería,Monterrico,2019-0130-01,5,3,2,NO,0,SI,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,2016-1,NO,SI,A,S,1,1,6,25,7,7,11,3,1,3,0,28,0,28,28,12,100,8.635003714138781,9.780135942889135,3,2,118,0.8428571428571429,22,0.15714285714285714,NO
2019-1,u20171131,Apellido 131,Apellido 131,Nombre131,M,22,u131@upc.edu.pe,personal_131@gmail.com,9131000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-0131-01,5,6,-1,NO,0,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2016-1,NO,SI,C,R,5,1,1,25,15,2,8,7,5,3,4,60,16,60,8,28,100,18.58868301536716,12.222947304996278,1,2,114,0.8769230769230769,16,0.12307692307692308,NO
2019-1,u20151132,Apellido 132,Apellido 132,Nombre132,F,21,u132@upc.edu.pe,personal_132@gmail.com,9132000000,SI,Ingeniería Electrónica,Ingeniería,Monterrico,2019-0132-01,9,10,-1,SI,0,SI,NO,NO,SIN BENEFICIO,SELECCIÓN PREFERENTE,2014-1,NO,SI,C,U,1,6,1,45,15,20,10,7,5,7,0,60,0,60,80,28,180,6.408041055696424,9.45637485946419,4,10,125,0.8333333333333334,25,0.16666666666666666,NO
2019-1,u20181133,Apellido 133,Apellido 133,Nombre133,F,27,u133@upc.edu.pe,personal_133@gmail.com,9133000000,NO,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-0133-01,3,4,-1,NO,0,NO,NO,SI,BECA DE HONOR,EXONER.GRADO TITULO,2017-1,SI,NO,C,Y,4,5,6,15,6,9,0,4,4,4,0,24,0,24,36,16,60,14.340455026514338,16.5167147739593,1,4,135,0.9,15,0.1,NO
2019-1,u20191134,Apellido 134,Apellido 134,Nombre134,F,26,u134@upc.edu.pe,personal_134@gmail.com,9134000000,NO,Ingeniería Ambiental,Ingeniería,Monterrico,2019-0134-01,1,1,0,SI,2000,SI,NO,SI,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,2018-1,NO,SI,A,Q,2,4,3,5,3,1,1,7,5,7,0,12,0,12,4,28,20,12.379725959609681,12.945991358085369,1,0,121,0.8013245033112583,30,0.1986754966887417,NO
2019-1,u20172135,Apellido 135,Apellido 135,Nombre135,M,23,u135@upc.edu.pe,personal_135@gmail.com,9135000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-0135-01,4,5,-1,NO,0,SI,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2017-2,NO,NO,A,R,2,6,5,20,7,5,8,4,2,3,1,28,4,28,20,16,80,5.242787365704306,14.431527546474848,5,2,108,0.8307692307692308,22,0.16923076923076924,SI
2019-1,u20181136,Apellido 136,Apellido 136,Nombre136,M,28,u136@upc.edu.pe,personal_136@gmail.com,9136000000,SI,Ciencias de la Computación,Ingeniería,Monterrico,2019-0136-01,3,4,-1,NO,0,NO,NO,NO,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,2017-1,NO,SI,B,Y,6,5,5,15,12,3,0,5,1,3,2,48,8,48,12,20,60,14.488230392927248,14.686324741153527,4,2,57,0.6785714285714286,27,0.32142857142857145,NO
2019-1,u20182137,Apellido 137,Apellido 137,Nombre137,F,30,u137@upc.edu.pe,personal_137@gmail.com,9137000000,SI,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-0137-01,2,2,0,SI,10000,NO,NO,NO,SIN BENEFICIO,EVALUACIÓN INTEGRAL ARIZONA ,2018-2,SI,SI,B,S,5,5,6,10,6,0,4,3,6,3,0,24,0,24,0,12,40,17.404227741092413,17.182617644122473,3,0,128,0.7804878048780488,36,0.21951219512195122,NO
2019-1,u20181138,Apellido 138,Apellido 138,Nombre138,M,22,u138@upc.edu.pe,personal_138@gmail.com,9138000000,NO,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-0138-01,3,2,1,NO,0,NO,NO,NO,SIN BENEFICIO,EVALUACION INTEGRAL,2017-1,NO,SI,B,R,2,2,4,15,2,4,9,5,5,5,0,8,0,8,16,20,60,11.290073492886824,13.072789886492957,6,4,117,0.7697368421052632,35,0.23026315789473684,NO
2019-1,u20172139,Apellido 139,Apellido 139,Nombre139,F,20,u139@upc.edu.pe,personal_139@gmail.com,9139000000,NO,Ingeniería Ambiental,Ingeniería,Monterrico,2019-0139-01,4,4,0,NO,0,NO,NO,NO,SIN BENEFICIO,SELECCIÓN PREFERENTE,2017-2,NO,SI,B,Z,4,6,1,20,6,7,7,7,6,7,0,24,0,24,28,28,80,11.163987262807668,18.123721266736347,6,6,112,0.875,16,0.125,NO
2019-1,u20172140,Apellido 140,Apellido 140,Nombre140,F,21,u140@upc.edu.pe,personal_140@gmail.com,9140000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-0140-01,4,2,2,SI,4000,NO,NO,NO,DESCUENTO RETENCION,EXONER.GRADO TITULO,2017-2,NO,SI,C,R,4,6,3,20,0,16,4,7,2,2,5,0,20,0,64,28,80,15.947476550089903,18.066912739569467,5,9,87,0.71900826446281,34,0.2809917355371901,NO
2019-1,u20191141,Apellido 141,Apellido 141,Nombre141,F,27,u141@upc.edu.pe,personal_141@gmail.com,9141000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-0141-01,1,2,-1,SI,0,NO,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,2018-1,NO,SI,A,Z,3,1,4,5,3,2,0,6,2,6,0,12,0,12,8,24,20,9.774151262332115,10.344929452226976,6,0,54,0.627906976744186,32,0.37209302325581395,NO
2019-1,u20181142,Apellido 142,Apellido 142,Nombre142,F,30,u142@upc.edu.pe,personal_142@gmail.com,9142000000,NO,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-0142-01,3,4,-1,NO,0,SI,NO,SI,SIN BENEFICIO,SELECCIÓN PREFERENTE,2017-1,NO,SI,A,U,3,5,2,15,3,11,1,4,1,1,3,12,12,12,44,16,60,7.9316383239423285,8.852392163404387,2,8,115,0.7931034482758621,30,0.20689655172413793,NO
2019-1,u20172143,Apellido 143,Apellido 143,Nombre143,M,27,u143@upc.edu.pe,personal_143@gmail.com,9143000000,NO,Ingeniería Civil,Ingeniería,Monterrico,2019-0143-01,4,2,2,SI,10000,SI,NO,SI,BECA DE HONOR,SELECCIÓN PREFERENTE,2017-2,NO,SI,B,Z,5,4,6,20,10,6,4,6,2,4,2,40,8,40,24,24,80,14.174557482793574,16.92415389263223,6,1,128,0.7710843373493976,38,0.2289156626506024,SI
2019-1,u20162144,Apellido 144,Apellido 144,Nombre144,F,28,u144@upc.edu.pe,personal_144@gmail.com,9144000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-0144-01,6,3,3,SI,2000,SI,NO,SI,DESCUENTOS CORPORATIVOS,SELECCIÓN PREFERENTE,2016-2,NO,SI,B,S,1,4,6,30,14,5,11,6,3,3,3,56,12,56,20,24,120,19.557758366517696,16.210601142101456,5,5,115,0.8273381294964028,24,0.17266187050359713,NO
2019-1,u20181145,Apellido 145,Apellido 145,Nombre145,F,28,u145@upc.edu.pe,personal_145@gmail.com,9145000000,NO,Ingeniería Electrónica,Ingeniería,Monterrico,2019-0145-01,3,4,-1,NO,0,SI,NO,NO,BECA DE HONOR,BECAS HIJO DE DOCENTES,2017-1,NO,SI,C,Y,6,5,2,15,12,0,3,3,6,3,0,48,0,48,0,12,60,12.507763794721035,11.6752899603101,2,0,107,0.781021897810219,30,0.21897810218978103,NO
2019-1,u20182146,Apellido 146,Apellido 146,Nombre146,M,20,u146@upc.edu.pe,personal_146@gmail.com,9146000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-0146-01,2,1,1,SI,0,SI,SI,SI,BECA DE HONOR,SELECCIÓN PREFERENTE,2018-2,SI,NO,A,T,1,5,2,10,9,0,1,5,2,3,2,36,8,36,0,20,40,7.50301451357339,11.11546763183268,1,0,130,0.8843537414965986,17,0.11564625850340136,SI
2019-1,u20182147,Apellido 147,Apellido 147,Nombre147,M,22,u147@upc.edu.pe,personal_147@gmail.com,9147000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-0147-01,2,1,1,SI,6000,SI,NO,NO,DESCUENTO RETENCION,EVALUACION INTEGRAL,2018-2,NO,SI,D,Y,6,1,6,10,8,2,0,5,6,3,2,32,8,32,8,20,40,17.704477755182594,16.815513789983527,2,0,85,0.7589285714285714,27,0.24107142857142858,NO
2019-1,u20171148,Apellido 148,Apellido 148,Nombre148,F,21,u148@upc.edu.pe,personal_148@gmail.com,9148000000,SI,Ingeniería Industrial,Ingeniería,Monterrico,2019-0148-01,5,1,4,NO,0,NO,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,2016-1,NO,SI,A,T,1,1,1,25,21,2,2,4,5,2,2,84,8,84,8,16,100,9.21286079389099,18.475434564614694,4,1,136,0.8774193548387097,19,0.12258064516129032,NO
2019-1,u20191149,Apellido 149,Apellido 149,Nombre149,F,19,u149@upc.edu.pe,personal_149@gmail.com,9149000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-0149-01,1,2,-1,NO,0,NO,NO,SI,BECA DE HONOR,EXONER.GRADO TITULO,2018-1,SI,NO,A,S,1,1,2,5,4,0,1,5,1,2,3,16,12,16,0,20,20,13.18892467029235,13.330685185194643,6,0,69,0.6699029126213593,34,0.3300970873786408,SI
2019-1,u20161150,Apellido 150,Apellido 150,Nombre150,M,20,u150@upc.edu.pe,personal_150@gmail.com,9150000000,SI,Ingeniería Electrónica,Ingeniería,Monterrico,2019-0150-01,7,1,6,NO,0,NO,NO,NO,BECA DE HONOR,EXONER.GRADO TITULO,2015-1,NO,SI,A,Y,4,1,4,35,19,11,5,3,2,2,1,76,4,76,44,12,140,19.90981924927727,10.774930018110066,4,4,102,0.7391304347826086,36,0.2608695652173913,NO
2019-1,u20161151,Apellido 151,Apellido 151,Nombre151,F,30,u151@upc.edu.pe,personal_151@gmail.com,9151000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-0151-01,7,5,2,NO,0,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2015-1,NO,SI,B,T,4,3,6,35,7,8,20,5,4,1,4,28,16,28,32,20,140,6.861754387080189,15.670203456512647,2,8,129,0.8431372549019608,24,0.1568627450980392,NO
2019-1,u20171152,Apellido 152,Apellido 152,Nombre152,M,26,u152@upc.edu.pe,personal_152@gmail.com,9152000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-0152-01,5,6,-1,NO,0,NO,NO,SI,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,2016-1,NO,SI,B,T,6,4,3,25,9,0,16,5,5,5,0,36,0,36,0,20,100,17.360140192245343,10.173431092789444,1,0,84,0.7924528301886793,22,0.20754716981132076,NO
2019-1,u20152153,Apellido 153,Apellido 153,Nombre153,F,19,u153@upc.edu.pe,personal_153@gmail.com,9153000000,NO,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-0153-01,8,6,2,NO,0,NO,SI,SI,SIN BENEFICIO,SELECCIÓN PREFERENTE,2015-2,NO,SI,A,S,5,1,2,40,17,13,10,3,3,2,1,68,4,68,52,12,160,7.573696647416034,16.31584914182476,5,3,120,0.7792207792207793,34,0.22077922077922077,NO
2019-1,u20181154,Apellido 154,Apellido 154,Nombre154,F,20,u154@upc.edu.pe,personal_154@gmail.com,9154000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-0154-01,3,2,1,SI,8000,NO,NO,NO,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,2017-1,NO,SI,C,S,3,6,3,15,11,2,2,3,4,1,2,44,8,44,8,12,60,9.467143871108629,10.356483720550418,4,1,119,0.7677419354838709,36,0.23225806451612904,SI
2019-1,u20191155,Apellido 155,Apellido 155,Nombre155,M,19,u155@upc.edu.pe,personal_155@gmail.com,9155000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-0155-01,1,1,0,SI,4000,SI,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,2018-1,SI,SI,B,S,6,6,2,5,4,0,1,4,1,1,3,16,12,16,0,16,20,9.30358342421925,10.866578343706454,1,0,139,0.8633540372670807,22,0.13664596273291926,NO
2019-1,u20191156,Apellido 156,Apellido 156,Nombre156,M,30,u156@upc.edu.pe,personal_156@gmail.com,9156000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-0156-01,1,2,-1,SI,10000,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2018-1,NO,SI,C,S,6,1,3,5,2,2,1,3,1,1,2,8,8,8,8,12,20,10.701354409121853,16.732621633668515,6,1,126,0.8181818181818182,28,0.18181818181818182,NO
2019-1,u20171157,Apellido 157,Apellido 157,Nombre157,M,27,u157@upc.edu.pe,personal_157@gmail.com,9157000000,SI,Ingeniería de Sistemas de Información,Ingeniería,Monterrico,2019-0157-01,5,4,1,NO,0,NO,NO,SI,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,2016-1,NO,SI,B,S,4,3,3,25,3,6,16,6,4,4,2,12,8,12,24,24,100,14.468749462542046,12.491572016413171,1,5,83,0.7685185185185185,25,0.23148148148148148,NO
2019-1,u20182158,Apellido 158,Apellido 158,Nombre158,F,29,u158@upc.edu.pe,personal_158@gmail.com,9158000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-0158-01,2,2,0,SI,4000,NO,NO,SI,BECA DE HONOR,SELECCIÓN PREFERENTE,2018-2,NO,SI,D,U,3,4,5,10,8,2,0,5,1,4,1,32,4,32,8,20,40,7.404563044192548,15.189331997825942,5,1,125,0.7763975155279503,36,0.2236024844720497,NO
2019-1,u20151159,Apellido 159,Apellido 159,Nombre159,M,30,u159@upc.edu.pe,personal_159@gmail.com,9159000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-0159-01,9,4,5,SI,8000,NO,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,2014-1,NO,SI,B,Z,5,6,1,45,41,4,0,4,4,2,2,164,8,164,16,16,180,11.432595028879852,13.030235471456443,6,3,97,0.8290598290598291,20,0.17094017094017094,NO
2019-1,u20171160,Apellido 160,Apellido 160,Nombre160,F,29,u160@upc.edu.pe,personal_160@gmail.com,9160000000,SI,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-0160-01,5,4,1,SI,4000,NO,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,2016-1,NO,SI,C,T,2,3,5,25,4,3,18,6,3,1,5,16,20,16,12,24,100,15.606716720057651,16.744587449827918,5,3,105,0.7553956834532374,34,0.2446043165467626,NO
2019-1,u20171161,Apellido 161,Apellido 161,Nombre161,M,29,u161@upc.edu.pe,personal_161@gmail.com,9161000000,SI,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-0161-01,5,4,1,SI,0,NO,NO,NO,DESCUENTOS CORPORATIVOS,SELECCIÓN PREFERENTE,2016-1,NO,SI,B,T,4,6,1,25,10,11,4,5,1,3,2,40,8,40,44,20,100,8.743800710476387,16.974306805304284,1,8,70,0.6666666666666666,35,0.3333333333333333,NO
2019-1,u20182162,Apellido 162,Apellido 162,Nombre162,F,26,u162@upc.edu.pe,personal_162@gmail.com,9162000000,SI,Ciencias de la Computación,Ingeniería,Monterrico,2019-0162-01,2,1,1,NO,0,NO,SI,NO,SIN BENEFICIO,EXONER.GRADO TITULO,2018-2,SI,SI,A,Z,6,5,6,10,5,5,0,3,6,3,0,20,0,20,20,12,40,6.901312228326212,16.515171751743587,4,0,125,0.7668711656441718,38,0.2331288343558282,NO
2019-1,u20172163,Apellido 163,Apellido 163,Nombre163,M,18,u163@upc.edu.pe,personal_163@gmail.com,9163000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-0163-01,4,2,2,NO,0,NO,SI,NO,DESCUENTOS CORPORATIVOS,EXONER.GRADO TITULO,2017-2,NO,SI,A,S,2,4,3,20,9,11,0,7,1,2,5,36,20,36,44,28,80,16.621159936436946,8.095683498935129,3,7,81,0.7788461538461539,23,0.22115384615384615,NO
2019-1,u20191164,Apellido 164,Apellido 164,Nombre164,F,27,u164@upc.edu.pe,personal_164@gmail.com,9164000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-0164-01,1,1,0,NO,0,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2018-1,NO,SI,C,S,5,5,3,5,0,5,0,6,4,3,3,0,12,0,20,24,20,18.46387178666403,8.32672628881907,6,5,107,0.8492063492063492,19,0.15079365079365079,NO
2019-1,u20181165,Apellido 165,Apellido 165,Nombre165,F,19,u165@upc.edu.pe,personal_165@gmail.com,9165000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-0165-01,3,1,2,NO,0,SI,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2017-1,NO,SI,D,X,4,3,5,15,2,4,9,5,1,4,1,8,4,8,16,20,60,9.32467112977282,10.213694440793141,6,1,115,0.8214285714285714,25,0.17857142857142858,SI
2019-1,u20162166,Apellido 166,Apellido 166,Nombre166,M,22,u166@upc.edu.pe,personal_166@gmail.com,9166000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-0166-01,6,5,1,NO,0,NO,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,2016-2,SI,NO,A,U,5,2,5,30,27,3,0,7,2,2,5,108,20,108,12,28,120,19.658432658368334,17.692326927696158,1,2,52,0.611764705882353,33,0.38823529411764707,NO
2019-1,u20182167,Apellido 167,Apellido 167,Nombre167,F,24,u167@upc.edu.pe,personal_167@gmail.com,9167000000,SI,Ingeniería Civil,Ingeniería,Monterrico,2019-0167-01,2,1,1,NO,0,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2018-2,SI,NO,C,Y,1,2,5,10,3,4,3,3,4,2,1,12,4,12,16,12,40,16.1642996310948,12.002932711152027,2,4,129,0.7771084337349398,37,0.22289156626506024,NO
2019-1,u20182168,Apellido 168,Apellido 168,Nombre168,M,24,u168@upc.edu.pe,personal_168@gmail.com,9168000000,NO,Ingeniería Civil,Ingeniería,Monterrico,2019-0168-01,2,1,1,SI,0,SI,NO,SI,SIN BENEFICIO,SELECCIÓN PREFERENTE,2018-2,NO,SI,C,Y,5,3,5,10,4,2,4,4,2,3,1,16,4,16,8,16,40,13.909279168545778,16.896628055697953,3,2,90,0.72,35,0.28,NO
2019-1,u20181169,Apellido 169,Apellido 169,Nombre169,M,30,u169@upc.edu.pe,personal_169@gmail.com,9169000000,SI,Ingeniería Ambiental,Ingeniería,Monterrico,2019-0169-01,3,3,0,NO,0,NO,NO,NO,BECA DE HONOR,EXONER.GRADO TITULO,2017-1,SI,SI,B,T,4,3,2,15,14,0,1,5,4,4,1,56,4,56,0,20,60,14.17818062487097,9.385774401135665,6,0,64,0.7710843373493976,19,0.2289156626506024,NO
2019-1,u20162170,Apellido 170,Apellido 170,Nombre170,F,27,u170@upc.edu.pe,personal_170@gmail.com,9170000000,NO,Ingeniería Electrónica,Ingeniería,Monterrico,2019-0170-01,6,1,5,SI,4000,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2016-2,NO,SI,A,Z,6,4,2,30,19,1,10,3,2,2,1,76,4,76,4,12,120,11.054656969658033,8.50127490568975,6,0,101,0.7829457364341085,28,0.21705426356589147,NO
2019-1,u20181171,Apellido 171,Apellido 171,Nombre171,F,23,u171@upc.edu.pe,personal_171@gmail.com,9171000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-0171-01,3,4,-1,NO,0,NO,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,2017-1,NO,NO,A,S,4,6,3,15,5,5,5,3,2,3,0,20,0,20,20,12,60,18.31757217609763,17.745147666523096,6,5,70,0.660377358490566,36,0.33962264150943394,NO
2019-1,u20181172,Apellido 172,Apellido 172,Nombre172,M,30,u172@upc.edu.pe,personal_172@gmail.com,9172000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-0172-01,3,3,0,NO,0,NO,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,2017-1,NO,SI,C,T,6,3,2,15,4,0,11,7,2,2,5,16,20,16,0,28,60,7.031283009583264,18.46224738700825,4,0,126,0.863013698630137,20,0.136986301369863,NO
2019-1,u20162173,Apellido 173,Apellido 173,Nombre173,F,23,u173@upc.edu.pe,personal_173@gmail.com,9173000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-0173-01,6,7,-1,NO,0,SI,NO,NO,SIN BENEFICIO,SELECCIÓN PREFERENTE,2016-2,NO,NO,B,T,6,4,6,30,13,12,5,6,1,6,0,52,0,52,48,24,120,9.734738889144479,11.847820841895764,6,11,56,0.7272727272727273,21,0.2727272727272727,NO
